1 0
2 2
3 3
4 1
5 0
6 0
7 2
8 0
9 1
10 5
11 0
12 0
13 0
14 3
15 14
16 5
17 1
18 1
19 1
20 5
21 4
22 15
23 0
24 2
25 0
26 1
27 9
28 8
29 0
30 5
part 1: 1681

1 0
2 2
3 3
4 1
5 0
6 0
7 2
8 0
9 1
10 4
11 0
12 0
13 0
14 3
15 14
16 5
17 1
18 1
19 1
20 5
21 4
22 15
23 0
24 2
25 0
26 1
27 9
28 7
29 0
30 5
1643

(32, 3, 14, 19, 29, 3, 4, 10, 6)
(32, 3, 14, 32, 29, 3, 5, 10, 5)
(32, 3, 14, 32, 29, 4, 4, 10, 5)
(32, 3, 29, 12, 29, 3, 5, 8, 6)
(32, 3, 29, 15, 29, 3, 5, 8, 6)
(32, 3, 29, 25, 29, 3, 6, 8, 5)
(32, 3, 29, 25, 29, 4, 5, 8, 5)
(32, 3, 29, 28, 29, 3, 6, 8, 5)
(32, 3, 29, 28, 29, 4, 5, 8, 5)
(32, 3, 31, 10, 29, 3, 5, 8, 6)
(32, 3, 31, 23, 29, 3, 6, 8, 5)
(32, 3, 31, 23, 29, 4, 5, 8, 5)
(32, 4, 28, 12, 29, 3, 5, 8, 6)
(32, 4, 28, 12, 29, 4, 4, 8, 6)
(32, 4, 28, 15, 29, 4, 4, 8, 6)
(32, 4, 28, 25, 29, 3, 6, 8, 5)
(32, 4, 28, 25, 29, 4, 5, 8, 5)
(32, 4, 28, 25, 29, 4, 5, 8, 5)
(32, 4, 28, 28, 29, 4, 5, 8, 5)
(32, 4, 30, 10, 29, 3, 5, 8, 6)
(32, 4, 30, 23, 29, 3, 6, 8, 5)
(32, 4, 30, 23, 29, 4, 5, 8, 5)
(32, 4, 31, 22, 29, 3, 6, 8, 5)
(32, 4, 36, 9, 29, 4, 5, 7, 6)
(32, 4, 36, 22, 29, 4, 6, 7, 5)
(32, 4, 38, 9, 29, 4, 6, 7, 6)
(32, 4, 38, 22, 29, 4, 7, 7, 5)
(32, 5, 7, 32, 29, 3, 4, 11, 5)
(32, 5, 21, 13, 29, 3, 4, 9, 6)
(32, 5, 21, 16, 29, 3, 4, 9, 6)
(32, 5, 21, 18, 29, 3, 4, 9, 6)
(32, 5, 21, 26, 29, 3, 5, 9, 5)
(32, 5, 21, 26, 29, 4, 4, 9, 5)
(32, 5, 21, 29, 29, 3, 5, 9, 5)
(32, 5, 21, 29, 29, 4, 4, 9, 5)
(32, 5, 21, 31, 29, 3, 5, 9, 5)
(32, 5, 21, 31, 29, 4, 4, 9, 5)
(32, 5, 22, 25, 29, 3, 5, 9, 5)
(32, 5, 22, 28, 29, 3, 5, 9, 5)
(32, 5, 24, 23, 29, 3, 5, 9, 5)
(32, 5, 27, 12, 29, 4, 4, 8, 6)
(32, 5, 27, 25, 29, 4, 5, 8, 5)
(32, 5, 30, 22, 29, 4, 5, 8, 5)
(32, 5, 35, 9, 29, 4, 5, 7, 6)
(32, 5, 35, 22, 29, 4, 6, 7, 5)
(32, 5, 36, 9, 29, 3, 5, 7, 6)
(32, 5, 36, 22, 29, 3, 6, 7, 5)
(32, 5, 36, 22, 29, 4, 5, 7, 5)
(32, 5, 38, 9, 29, 3, 5, 7, 6)
(32, 5, 38, 22, 29, 3, 6, 7, 5)
(32, 5, 38, 22, 29, 4, 5, 7, 5)
(32, 6, 20, 13, 29, 3, 4, 9, 6)
(32, 6, 20, 26, 29, 3, 5, 9, 5)
(32, 6, 20, 26, 29, 4, 4, 9, 5)
(32, 6, 21, 25, 29, 3, 5, 9, 5)
(32, 6, 21, 25, 29, 4, 4, 9, 5)
(32, 6, 21, 28, 29, 4, 4, 9, 5)
(32, 6, 23, 23, 29, 3, 5, 9, 5)
(32, 6, 28, 10, 29, 4, 4, 8, 6)
(32, 6, 28, 12, 29, 4, 5, 8, 6)
(32, 6, 28, 23, 29, 4, 5, 8, 5)
(32, 6, 28, 25, 29, 4, 6, 8, 5)
(32, 6, 29, 22, 29, 4, 5, 8, 5)
(32, 6, 30, 10, 29, 4, 5, 8, 6)
(32, 6, 30, 23, 29, 4, 6, 8, 5)
(32, 6, 31, 22, 29, 4, 6, 8, 5)
(32, 6, 35, 9, 29, 3, 5, 7, 6)
(32, 6, 35, 9, 29, 4, 4, 7, 6)
(32, 6, 35, 22, 29, 3, 6, 7, 5)
(32, 6, 35, 22, 29, 4, 5, 7, 5)
(32, 6, 35, 22, 29, 4, 5, 7, 5)
(32, 6, 37, 9, 29, 3, 5, 7, 6)
(32, 7, 14, 26, 29, 3, 4, 10, 5)
(32, 7, 14, 29, 29, 3, 4, 10, 5)
(32, 7, 20, 25, 29, 4, 4, 9, 5)
(32, 7, 27, 10, 29, 4, 4, 8, 6)
(32, 7, 27, 23, 29, 4, 5, 8, 5)
(32, 7, 28, 10, 29, 3, 4, 8, 6)
(32, 7, 28, 12, 29, 3, 4, 8, 6)
(32, 7, 28, 15, 29, 3, 4, 8, 6)
(32, 7, 28, 22, 29, 4, 5, 8, 5)
(32, 7, 28, 23, 29, 3, 5, 8, 5)
(32, 7, 28, 23, 29, 4, 4, 8, 5)
(32, 7, 29, 22, 29, 3, 5, 8, 5)
(32, 7, 34, 9, 29, 4, 4, 7, 6)
(32, 7, 34, 22, 29, 4, 5, 7, 5)
(32, 8, 13, 26, 29, 3, 4, 10, 5)
(32, 8, 20, 13, 29, 4, 4, 9, 6)
(32, 8, 20, 26, 29, 4, 5, 9, 5)
(32, 8, 21, 23, 29, 4, 4, 9, 5)
(32, 8, 21, 25, 29, 4, 5, 9, 5)
(32, 8, 23, 23, 29, 4, 5, 9, 5)
(32, 8, 27, 10, 29, 3, 4, 8, 6)
(32, 8, 27, 12, 29, 3, 4, 8, 6)
(32, 8, 27, 23, 29, 3, 5, 8, 5)
(32, 8, 27, 23, 29, 4, 4, 8, 5)
(32, 8, 28, 22, 29, 3, 5, 8, 5)
(32, 8, 28, 22, 29, 4, 4, 8, 5)
(32, 8, 35, 9, 29, 4, 4, 7, 6)
(32, 8, 35, 9, 29, 4, 5, 7, 6)
(32, 8, 35, 22, 29, 4, 6, 7, 5)
(32, 8, 37, 9, 29, 4, 5, 7, 6)
(32, 9, 20, 23, 29, 4, 4, 9, 5)
(32, 9, 21, 23, 29, 3, 4, 9, 5)
(32, 9, 27, 22, 29, 4, 4, 8, 5)
(32, 9, 34, 9, 29, 4, 4, 7, 6)
(32, 9, 35, 9, 29, 3, 4, 7, 6)
(32, 10, 13, 26, 29, 4, 4, 10, 5)
(32, 10, 20, 23, 29, 3, 4, 9, 5)
(32, 10, 27, 10, 29, 4, 4, 8, 6)
(32, 10, 27, 12, 29, 4, 4, 8, 6)
(32, 10, 27, 23, 29, 4, 5, 8, 5)
(32, 10, 28, 22, 29, 4, 5, 8, 5)
(32, 10, 34, 9, 29, 3, 4, 7, 6)
(32, 12, 20, 23, 29, 4, 4, 9, 5)
(32, 12, 34, 9, 29, 4, 4, 7, 6)

(3, 5, 8, 5) (13, 32, 11, 18) 2 28
(3, 5, 8, 5) (13, 31, 11, 18) 2 28
(3, 5, 8, 5) (11, 31, 11, 18) 2 28
(3, 5, 9, 5) (11, 25, 12, 18) 2 28
(3, 5, 9, 5) (14, 30, 19, 23) 1 28
